,company,Address,INBUILDING,EXTBUILDING,POILOGISTIC,ZONE,HouseNum,RoadName,POBOX,zipcode,city,CEDEX,ADDITIONAL,country,codeDep
491,M&M FRANCE S.A.,9 RUE DE LA MARNE BP 721 75019 PARIS FRANCE,NONE,NONE,NONE,NONE,9,RUE DE LA MARNE,BP 721,75019,PARIS,NONE,NONE,FRANCE,77
492,GECOM,44 RUE DU LEUGHANAER 59377 DUNKERQUE FRANCE,NONE,NONE,NONE,NONE,44,RUE DU LEUGHANAER,NONE,59377,DUNKERQUE,NONE,NONE,FRANCE,59
493,COLUMBIA SPORTSWEAR DISTRIBUTION,5 RUE DE LA HAYE 67300 SCHILTIGHEIM FRANCE,NONE,NONE,NONE,NONE,5,RUE DE LA HAYE,NONE,67300,SCHILTIGHEIM,NONE,NONE,FRANCE,67
494,DSV AIR & SEA,5835 ROUTE DES CARAIBES 59279 LOON PLAGE FRANCE,NONE,NONE,NONE,NONE,5835,ROUTE DES CARAIBES ,NONE,59279,LOON PLAGE,NONE,NONE,FRANCE,59
495,DSV AIR&SEA SAS,BUREAU NUMERO 9 CENTRE TERTIARIE 13230 PORT SAINT LOUIS DU RHONE FRANCE,BUREAU NUMERO 9,NONE,NONE,CENTRE TERTIARIE,NONE,NONE,NONE,13230,PORT SAINT LOUIS DU RHONE,NONE,NONE,FRANCE,13
496,HERFURTH MARITIME,'EUROPE BUILDING TERMINAL DE L''EUROPE 76600 LE HAVRE FRANCE',NONE,EUROPE BUILDING,'TERMINAL DE L''EUROPE',NONE,NONE,NONE,NONE,76600,LE HAVRE,NONE,NONE,FRANCE,76
497,SDV LOGISTIQUE INTERNATIONALE,ZAC DU MOULIN NEUF IMPASSE AUGUSTIN FRESNEL 44800 SAINT HERBLAIN FRANCE,NONE,NONE,NONE,ZAC DU MOULIN NEUF,NONE,IMPASSE AUGUSTIN FRESNEL,NONE,44800,SAINT HERBLAIN,NONE,NONE,FRANCE,44
498,SEDIS LOGISTICS FRANCE,5437 ROUTE DES ALIZES 76430 SANDOUVILLE FRANCE,NONE,NONE,NONE,NONE,5437,ROUTE DES ALIZES,NONE,76430,SANDOUVILLE,NONE,NONE,FRANCE,76
499,DIMOTRANS OVERSEAS - DAMMARTIN,ZONE ARTISANALE LES PRES BOUCHERS 77230 DAMMARTIN EN GOELE FRANCE,NONE,NONE,NONE,ZONE ARTISANALE LES PRES BOUCHERS ,NONE,NONE,NONE,77230,DAMMARTIN EN GOELE,NONE,NONE,FRANCE,77
500,LOGFRET,ZONE INDUSTRIELLE DE TRAPPES ELANCOURT 4 RUE ALBERT EINSTEIN 78190 TRAPPES FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE DE TRAPPES ELANCOURT,4,RUE ALBERT EINSTEIN,NONE,78190,TRAPPES,NONE,NONE,FRANCE,78
501,SAGA GRAND SUD,'AEROGARE DES AGENTS DE FRET AEROPORT NICE COTE D''AZUR 06281 NICE FRANCE',NONE,NONE,'AEROGARE DES AGENTS DE FRET AEROPORT NICE COTE D''AZUR',NONE,NONE,NONE,NONE,6281,NICE,NONE,NONE,FRANCE,6
502,HEPPNER,ZONE INDUSTRIELLE DE LADOUX RUE ORANGE 63118 CEBAZAT FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE DE LADOUX,NONE,RUE ORANGE,NONE,63118,CEBAZAT,NONE,NONE,FRANCE,63
503,SAGA ROUEN,'3 BOULEVARD DE L''ILE AUX OISEAUX 76530 GRAND COURONNE FRANCE',NONE,NONE,NONE,NONE,3,'BOULEVARD DE L''ILE AUX OISEAUX',NONE,76530,GRAND COURONNE,NONE,NONE,FRANCE,76
504,EGETRA,9/17 RUE A. SENTUC 69200 VENISSIEUX FRANCE,NONE,NONE,NONE,NONE,9/17,RUE A. SENTUC,NONE,69200,VENISSIEUX,NONE,NONE,FRANCE,69
505,SONY,'ZONE D''ACTIVITES DES BELLEVUES 16 AVENUE DU GROS CHENE 95610 ERAGNY FRANCE',NONE,NONE,NONE,'ZONE D''ACTIVITES DES BELLEVUES',16,AVENUE DU GROS CHENE,NONE,95610,ERAGNY,NONE,NONE,FRANCE,95
506,CELTIC GLOBAL SERVICES,ZONE ARTISANALE TRAPPES ELANCOURT 5 AVENUE GEORGES POLITZER BP 6 78190 TRAPPES FRANCE,NONE,NONE,NONE,ZONE ARTISANALE TRAPPES ELANCOURT,5,AVENUE GEORGES POLITZER,BP 6,78190,TRAPPES,NONE,NONE,FRANCE,78
507,BANSARD INTERNATIONAL,'BATIMENT FUTUREVER TELEPORT 4 ROND POINT DE L''ATLANTIQUE 86360 CHASSENEUIL DU POITOU FRANCE',NONE,BATIMENT FUTUREVER TELEPORT,NONE,NONE,4,'ROND POINT DE L''ATLANTIQUE',NONE,86360,CHASSENEUIL DU POITOU,NONE,NONE,FRANCE,86
508,CARGILL FRANCE SAS,1 RUE SEVES 50500 SAINT LO FRANCE,NONE,NONE,NONE,NONE,1,RUE SEVES,NONE,50500,SAINT LO,NONE,NONE,FRANCE,50
509,SPARX LOGISTICS FRANCE,27 RUE ANTOINE WATTEAU 59430 SAINT POL SUR MER FRANCE,NONE,NONE,NONE,NONE,27,RUE ANTOINE WATTEAU,NONE,59430,SAINT POL SUR MER,NONE,NONE,FRANCE,59
510,AV INTERNATIONAL,'37 RUE D''AMSTERDAM 75008 PARIS FRANCE',NONE,NONE,NONE,NONE,37,'RUE D''AMSTERDAM',NONE,75008,PARIS,NONE,NONE,FRANCE,75
511,ELVIR,2 ROUTE NEUVE 50890 CONDE SUR VIRE FRANCE,NONE,NONE,NONE,NONE,2,ROUTE NEUVE,NONE,50890,CONDE SUR VIRE,NONE,NONE,FRANCE,50
512,PHILIPS,20 RUE RABUAN DU COUDRAY 28000 CHARTRES FRANCE,NONE,NONE,NONE,NONE,20,RUE RABUAN DU COUDRAY,NONE,28000,CHARTRES,NONE,NONE,FRANCE,28
513,PERFORMAIR,4 RUE DU TEBAT 3 51 95700 ROISSY EN FRANCE FRANCE,NONE,NONE,NONE,NONE,4,RUE DU TEBAT 3 51,NONE,95700,ROISSY EN FRANCE,NONE,NONE,FRANCE,95
514,NAGRUP PORTET SUR GARONNE,2 AVENUE DE LA SAUDRUNE 31120 PORTET SUR GARONNE FRANCE,NONE,NONE,NONE,NONE,2,AVENUE DE LA SAUDRUNE,NONE,31120,PORTET SUR GARONNE,NONE,NONE,FRANCE,31
515,GEFCO LILLE OVERSEAS,N4 RUE DES HAUTS DE SAINGHINCRT - BP 139 59810 LESQUIN FRANCE,NONE,NONE,NONE,NONE,N4,RUE DES HAUTS DE SAINGHINCRT   -,BP 139,59810,LESQUIN,NONE,NONE,FRANCE,59
516,DSV AIR&SEA SAS,ORLY FRET 707 PORTE 2124 ETAGE 2 BATIMENT 293 ZONE DE FRET 94310 ORLY FRANCE,PORTE 2124  ETAGE 2 ,BATIMENT 293,NONE,ZONE DE FRET,NONE,NONE,NONE,94310,ORLY ,NONE,ORLY FRET 707,FRANCE,94
517,AMATRANS,12 BOULEVARD GEORGES MANDEL 44200 NANTES FRANCE,NONE,NONE,NONE,NONE,12,BOULEVARD GEORGES MANDEL,NONE,44200,NANTES,NONE,NONE,FRANCE,44
518,INTERFLOW TCS LTD,CHCI 182 QUAI GEORGE V 76600 LE HAVRE FRANCE,NONE,CHCI,NONE,NONE,182,QUAI GEORGE V,NONE,76600,LE HAVRE,NONE,NONE,FRANCE,76
519,DHL GLOBAL FORWARDING SAS,ZONE ARTISANALE LA COUDRIERE 37210 TOURS FRANCE,NONE,NONE,NONE,ZONE ARTISANALE LA COUDRIERE ,NONE,NONE,NONE,37210,TOURS,NONE,NONE,FRANCE,37
520,GALAX SAS,ZONE DE FRET 44 RUE DE CHAPELIER BP 12262 95707 ROISSY EN FRANCE FRANCE,NONE,NONE,NONE,ZONE DE FRET,44,RUE DE CHAPELIER,BP 12262,95707,ROISSY EN FRANCE,NONE,NONE,FRANCE,95
521,BLOGISTICS,BATIMENT A10 LES ESPACES DE LA SAINTE BAUME 30 AVENUE DU CHATEAU DE JOUQUES 13420 GEMENOS FRANCE,NONE,BATIMENT A10,NONE,LES ESPACES DE LA SAINTE BAUME ,30,AVENUE DU CHATEAU DE JOUQUES,NONE,13420,GEMENOS,NONE,NONE,FRANCE,13
522,CAMAIEU INTERNATIONAL,211 AVENUE BRAMES 59100 ROUBAIX FRANCE,NONE,NONE,NONE,NONE,211,AVENUE BRAMES,NONE,59100,ROUBAIX,NONE,NONE,FRANCE,59
523,PHILIPS COMPOSANTS,DIVISION PHILIPS COMPOSANTS ROUTE DE PARIS BP 229 28104 DREUX CEDEX FRANCE,NONE,NONE,NONE,NONE,NONE,ROUTE DE PARIS,BP 229,28104,DREUX,CEDEX,DIVISION PHILIPS COMPOSANTS ,FRANCE,28
524,HBI LYON,LES JARDINS DE LA SAULAIE 12 AVENUE DES SAULES OULLINS 69600 LYON FRANCE,NONE,NONE,NONE,NONE,12,AVENUE DES SAULES OULLINS,NONE,69600,LYON,NONE,LES JARDINS DE LA SAULAIE,FRANCE,69
525,GROUPE REVIRON SAS,ZONE ARTISANALE LES LANDELLES 03260 MAGNET FRANCE,NONE,NONE,NONE,ZONE ARTISANALE LES LANDELLES,NONE,NONE,NONE,3260,MAGNET,NONE,NONE,FRANCE,3
526,GALLER S.A.,'12 RUE D''IRLANDE 59000 LILLE FRANCE',NONE,NONE,NONE,NONE,12,'RUE D''IRLANDE',NONE,59000,LILLE,NONE,NONE,FRANCE,59
527,SDV MONTPELLIER,EUROGARE GARE DE FRET AEROPORT MONTPELLIER MEDITERRANEE 34134 MAUGUIO FRANCE,NONE,NONE,EUROGARE GARE DE FRET AEROPORT MONTPELLIER MEDITERRANEE,NONE,NONE,NONE,NONE,34134,MAUGUIO,NONE,NONE,FRANCE,34
528,CONFORAMA FRANCE,80 BOULEVARD DU MANDINET LOGNES 77432 MARNE LA VALLEE FRANCE,NONE,NONE,NONE,NONE,80,BOULEVARD DU MANDINET LOGNES,NONE,77432,MARNE LA VALLEE,NONE,NONE,FRANCE,77
529,SAVINO DEL BENE FRANCE,14 RUE DE LA BELLE BORNE 95700 ROISSY EN FRANCE FRANCE,NONE,NONE,NONE,NONE,14,RUE DE LA BELLE BORNE,NONE,95700,ROISSY EN FRANCE,NONE,NONE,FRANCE,95
530,ANNE SERVICES,TOUR GALLIENI 2 36 AVENUE DU GENERAL DE GAULLE 93170 BAGNOLET FRANCE,NONE,TOUR GALLIENI 2,NONE,NONE,36,AVENUE DU GENERAL DE GAULLE,NONE,93170,BAGNOLET,NONE,NONE,FRANCE,93
531,GREEN LOGISTIK,97 RUE JEAN JAURES INCUBATEUR 92300 LEVALLOIS PERRET FRANCE,NONE,NONE,NONE,NONE,97,RUE JEAN JAURES INCUBATEUR,NONE,92300,LEVALLOIS PERRET,NONE,NONE,FRANCE,92
532,DAHER,AEROPORT MARSEILLE PROVENCE ZONE DE FRET 13700 MARSEILLE FRANCE,NONE,NONE,AEROPORT MARSEILLE PROVENCE,ZONE DE FRET,NONE,NONE,NONE,13700,MARSEILLE,NONE,NONE,FRANCE,13
533,RHENUS LOGISTICS FRANCE,'PARC D''ACTIVITE CHAUSSEE DE LA MOSELLE BP 162 76600 LE HAVRE FRANCE',NONE,NONE,NONE,'PARC D''ACTIVITE CHAUSSEE DE LA MOSELLE',NONE,NONE,BP 162,76600,LE HAVRE,NONE,NONE,FRANCE,76
534,ZIEGLER STRASBOURG,'ZONE INDUSTRIELLE DU RIED 6 RUE DE I''INDUSTRIE 67720 HOERDT FRANCE',NONE,NONE,NONE,ZONE INDUSTRIELLE DU RIED,6,'RUE DE I''INDUSTRIE',NONE,67720,HOERDT,NONE,NONE,FRANCE,67
535,UTI FRANCE SARL,'TERMINAL FRET AEROPORT NICE COTE D''AZUR 06000 NICE FRANCE',NONE,NONE,'TERMINAL FRET AEROPORT NICE COTE D''AZUR',NONE,NONE,NONE,NONE,6000,NICE,NONE,NONE,FRANCE,6
536,SEAFRIGO,120 QUAI DE BOUGAINVILLE 76600 LE HAVRE FRANCE,NONE,NONE,NONE,NONE,120,QUAI DE BOUGAINVILLE,NONE,76600,LE HAVRE,NONE,NONE,FRANCE,76
537,TOUTON SA,1 RUE RENE MAGNE 33300 BORDEAUX FRANCE,NONE,NONE,NONE,NONE,1,RUE RENE MAGNE,NONE,33300,BORDEAUX,NONE,NONE,FRANCE,33
538,GENERAL OVERSEAS,83 QUAI DE QUEYRIES 33100 BORDEAUX FRANCE,NONE,NONE,NONE,NONE,83,QUAI DE QUEYRIES,NONE,33100,BORDEAUX,NONE,NONE,FRANCE,33
539,UTI FRANCE,ETAGE 2 BATIMENT 28 ZONE DE FRET 31700 TOULOUSE FRANCE,ETAGE 2,BATIMENT 28,NONE,ZONE DE FRET,NONE,NONE,NONE,31700,TOULOUSE,NONE,NONE,FRANCE,31
540,SOURCING&CREATION,'PARC DE LA HAUTE BORNE PLAZA II 21 AVENUE DE L''HARMONIE 59650 VILLENEUVE D''ASCQ FRANCE',NONE,NONE,NONE,PARC DE LA HAUTE BORNE PLAZA II ,21,'AVENUE DE L''HARMONIE',NONE,59650,'VILLENEUVE D''ASCQ',NONE,NONE,FRANCE,59
541,FREIGHT SYSTEMS EUROPE,BATIMENT WFS AEROGARE DE FRET 59810 LESQUIN FRANCE,NONE,BATIMENT WFS,AEROGARE DE FRET,NONE,NONE,NONE,NONE,59810,LESQUIN,NONE,NONE,FRANCE,59
542,DIMOTRANS OVERSEAS,CENTRE D’AFFAIRES LE VERMONT 5-7 RUE DE LA GRANDE FIN 21121 FONTAINE LES DIJON FRANCE,NONE,NONE,NONE,CENTRE D�AFFAIRES LE VERMONT,5-7,RUE DE LA GRANDE FIN,NONE,21121,FONTAINE LES DIJON,NONE,NONE,FRANCE,21
543,DIMOTRANS OVERSEAS PAU,AEROPORT PAU PYRENEES 64230 UZEIN FRANCE,NONE,NONE,AEROPORT PAU PYRENEES,NONE,NONE,NONE,NONE,64230,UZEIN,NONE,NONE,FRANCE,64
544,ORCHESTRA PREMAMAN,ZAC SAINT ANTOINE 200 AVENUE DES TAMARIS CS 80200 34130 SAINT AUNES FRANCE,NONE,NONE,NONE,ZAC SAINT ANTOINE ,200,AVENUE DES TAMARIS,CS 80200 ,34130,SAINT AUNES,NONE,NONE,FRANCE,34
545,ALL BLACK SEA SERVICES SARL,2 RUE DU BEAUSSET 13001 MARSEILLE FRANCE,NONE,NONE,NONE,NONE,2,RUE DU BEAUSSET,NONE,13001,MARSEILLE,NONE,NONE,FRANCE,13
546,SDV CLERMONT FERRAND,CENTRE ROUTIER ZONE INDUSTRIELLE DU BREZET 2 RUE JULES VERNE 63100 CLERMONT FERRAND FRANCE,NONE,NONE,NONE,CENTRE ROUTIER ZONE INDUSTRIELLE DU BREZET ,2,RUE JULES VERNE,NONE,63100,CLERMONT FERRAND,NONE,NONE,FRANCE,63
547,SAGA ROUEN,LBC 11-15 RUE ETIENNE DOLET 76140 LE PETIT QUEVILLY FRANCE,NONE,NONE,NONE,NONE,11-15,RUE ETIENNE DOLET,NONE,76140,LE PETIT QUEVILLY,NONE,LBC ,FRANCE,76
548,TSL ROUEN,'BATIMENT NUMERO 2 BOULEVARD DE L''ILE AUX OISEAUX 76530 GRAND COURONNE FRANCE',NONE,BATIMENT NUMERO 2,NONE,NONE,NONE,'BOULEVARD DE L''ILE AUX OISEAUX',NONE,76530,GRAND COURONNE,NONE,NONE,FRANCE,76
549,T.F.N. AFFRETEMENTS,'ZONE ARTISANALE ARTOIS FLANDRES 260 RUE D''ATHENES 62138 BILLY BERCLAU FRANCE',NONE,NONE,NONE,ZONE ARTISANALE ARTOIS FLANDRES,260,'RUE D''ATHENES',NONE,62138,BILLY BERCLAU,NONE,NONE,FRANCE,62
550,DELTA BLAU,BATIMENT C ZONE ARTISANALE ROCADE NORD 13550 NOVES FRANCE,NONE,BATIMENT C,NONE,ZONE ARTISANALE ROCADE NORD,NONE,NONE,NONE,13550,NOVES,NONE,NONE,FRANCE,13
551,FLYTRANS INTERNATIONAL FORWARDERS,ZONE INDUSTRIELLE CHEMIN DES PRES 06410 BIOT FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE CHEMIN DES PRES,NONE,NONE,NONE,6410,BIOT,NONE,NONE,FRANCE,6
552,ALPHA TRANSIT,8 BOULEVARD FERDINAND DE LESSEPS 76000 ROUEN FRANCE,NONE,NONE,NONE,NONE,8,BOULEVARD FERDINAND DE LESSEPS,NONE,76000,ROUEN,NONE,NONE,FRANCE,76
553,APL LOGISTICS,47 RUE DU FAUBOURG DE ROUBAIX 59800 LILLE FRANCE,NONE,NONE,NONE,NONE,47,RUE DU FAUBOURG DE ROUBAIX,NONE,59800,LILLE,NONE,NONE,FRANCE,59
554,APL LOGISTICS,56 BOULEVARD DE LA MISSION MARCHAND 92400 COURBEVOIE FRANCE,NONE,NONE,NONE,NONE,56,BOULEVARD DE LA MISSION MARCHAND,NONE,92400,COURBEVOIE ,NONE,NONE,FRANCE,92
555,INTELOG SAS,ZAC SAUMATY SEON 22 RUE GASTON CASTEL BP 40003 13321 MARSEILLE CEDEX 16 FRANCE,NONE,NONE,NONE,ZAC SAUMATY SEON,22,RUE GASTON CASTEL,BP 40003 ,13321,MARSEILLE,CEDEX 16,NONE,FRANCE,13
556,SOGEDEM UNIVERSAL,14 RUE BARTHELEMY THIMONIER 13500 MARTIGUES FRANCE,NONE,NONE,NONE,NONE,14,RUE BARTHELEMY THIMONIER,NONE,13500,MARTIGUES,NONE,NONE,FRANCE,13
557,AFT-IFTIM,204 AVENUE MARCEL MERIEUX 69007 LYON FRANCE,NONE,NONE,NONE,NONE,204,AVENUE MARCEL MERIEUX,NONE,69007,LYON,NONE,NONE,FRANCE,69
558,TRANSCAUSSE LYON SAS,2 CHEMIN DE LA CHAUDERAIE 69340 FRANCHEVILLE FRANCE,NONE,NONE,NONE,NONE,2,CHEMIN DE LA CHAUDERAIE,NONE,69340,FRANCHEVILLE,NONE,NONE,FRANCE,69
559,DHL GLOBAL FORWARDING,PARC LOGISTIQUE DU PONT DE NORMANDIE 76700 LE HAVRE FRANCE,NONE,NONE,NONE,PARC LOGISTIQUE DU PONT DE NORMANDIE,NONE,NONE,NONE,76700,LE HAVRE,NONE,NONE,FRANCE,76
560,HOLAIDE EXPRESS,8 SQUARE DU MAI 1945 59100 ROUBAIX FRANCE,NONE,NONE,NONE,NONE,8,SQUARE DU   MAI 1945,NONE,59100,ROUBAIX,NONE,NONE,FRANCE,59
561,NMJ DISTRIBUTIONS & SERVICES,1 ALLEE RACINE 93270 SEVRAN FRANCE,NONE,NONE,NONE,NONE,1,ALLEE RACINE,NONE,93270,SEVRAN,NONE,NONE,FRANCE,93
562,AFRIMEX,16 RUE DES PRES SAINT MARTIN 91600 SAVIGNY SUR ORGE FRANCE,NONE,NONE,NONE,NONE,16,RUE DES PRES SAINT MARTIN,NONE,91600,SAVIGNY SUR ORGE,NONE,NONE,FRANCE,91
563,PHILIPPE FAUVEDER ET CIE,PORTE H CARGOPORT ZONE DE FRET BP 356 69124 LYON FRANCE,PORTE H,NONE,CARGOPORT,ZONE DE FRET,NONE,NONE,BP 356,69124,LYON ,NONE,NONE,FRANCE,94
564,SDV ATT DPT,'PARC D''ACTIVITES DES BELLEVUES 8-10 AVENUE DES BELLEVUES 95612 CERGY PONTOISE FRANCE',NONE,NONE,NONE,'PARC D''ACTIVITES DES BELLEVUES',8-10,AVENUE DES BELLEVUES,NONE,95612,CERGY PONTOISE,NONE,NONE,FRANCE,95
565,DSV AIR&SEA SAS,'PARC D''ACTIVITE KENNEDY 2 ALLEE NEIL ARMSTRONG 33700 MERIGNAC FRANCE',NONE,NONE,NONE,'PARC D''ACTIVITE KENNEDY',2,ALLEE NEIL ARMSTRONG,NONE,33700,MERIGNAC,NONE,NONE,FRANCE,31
566,CHINE NOEUD EN FRANCE,6 AVENUE DE LYON 31500 TOULOUSE FRANCE,NONE,NONE,NONE,NONE,6,AVENUE DE LYON,NONE,31500,TOULOUSE,NONE,NONE,FRANCE,31
567,DSV AIR&SEA SAS,1 RUE DU JURA 38130 ECHIROLLES FRANCE,NONE,NONE,NONE,NONE,1,RUE DU JURA,NONE,38130,ECHIROLLES,NONE,NONE,FRANCE,38
568,CLASQUIN MULHOUSE,26 RUE DE HUNINGUE 68870 BARTENHEIM FRANCE,NONE,NONE,NONE,NONE,26,RUE DE HUNINGUE,NONE,68870,BARTENHEIM,NONE,NONE,FRANCE,68
569,GEFCO TOULOUSE,EUROCENTRE 21 AVENUE DU GIROU 31620 VILLENEUVE LES BOULOC FRANCE,NONE,NONE,NONE,EUROCENTRE,21,AVENUE DU GIROU ,NONE,31620,VILLENEUVE LES BOULOC,NONE,NONE,FRANCE,31
570,CC IMPORT CO,'2 QUAI D''ARENC 13002 MARSEILLE FRANCE',NONE,NONE,NONE,NONE,2,'QUAI D''ARENC',NONE,13002,MARSEILLE,NONE,NONE,FRANCE,13
571,LOUISE TRANSPORTS,8 AVENUE DU MARECHAL JUIN 92150 SURESNES FRANCE,NONE,NONE,NONE,NONE,8,AVENUE DU MARECHAL JUIN,NONE,92150,SURESNES,NONE,NONE,FRANCE,92
572,CNAM,2 RUE CONTE 75003 PARIS FRANCE,NONE,NONE,NONE,NONE,2,RUE CONTE,NONE,75003,PARIS,NONE,NONE,FRANCE,75
573,TRANS BUSINESS INTERNATIONAL,7 RUE PIERRE BROSSOLETTE 76600 LE HAVRE FRANCE,NONE,NONE,NONE,NONE,7,RUE PIERRE BROSSOLETTE,NONE,76600,LE HAVRE,NONE,NONE,FRANCE,76
574,ZIEGLER,1 RUE BERZIN 59810 LESQUIN FRANCE,NONE,NONE,NONE,NONE,1,RUE BERZIN,NONE,59810,LESQUIN,NONE,NONE,FRANCE,59
575,ZIEGLER,AEROGARE DE FRET 59810 LESQUIN FRANCE,NONE,NONE,AEROGARE DE FRET,NONE,NONE,NONE,NONE,59810,LESQUIN,NONE,NONE,FRANCE,59
576,PSA PEUGEOT CITROEN,75 AVENUE DE LA GRANDE ARMEE 75116 PARIS FRANCE,NONE,NONE,NONE,NONE,75,AVENUE DE LA GRANDE ARMEE,NONE,75116,PARIS,NONE,NONE,FRANCE,75
577,ALIMEX,72 CHAUSSEE JULES CESAR 95130 LE PLESSIS BOUCHARD FRANCE,NONE,NONE,NONE,NONE,72,CHAUSSEE JULES CESAR,NONE,95130,LE PLESSIS BOUCHARD,NONE,NONE,FRANCE,95
578,VANGUARD LOGISTICS FRANCE,LE PONANT LITTORAL BATIMENT E 7 AVENUE ANDRE ROUSSIN 13016 MARSEILLE FRANCE,NONE,BATIMENT E,NONE,NONE,7,AVENUE ANDRE ROUSSIN,NONE,13016,MARSEILLE,NONE,LE PONANT LITTORAL,FRANCE,13
579,NESTLE WATERS SUPPLY SUD,LIEUDIT LES BOUILLENS 30310 VERGEZE FRANCE,NONE,NONE,NONE,NONE,NONE,LIEUDIT LES BOUILLENS,NONE,30310,VERGEZE,NONE,NONE,FRANCE,30
580,NC TRANS SARL,ZAC DES NATIONS 295 RUE DU PROFESSEUR PAUL MILLIEZ 94500 CHAMPIGNY SUR MARNE FRANCE,NONE,NONE,NONE,ZAC DES NATIONS,295,RUE DU PROFESSEUR PAUL MILLIEZ,NONE,94500,CHAMPIGNY SUR MARNE,NONE,NONE,FRANCE,94
581,GEFCO STRASBOURG OVERSEAS,18 RUE DU RHEINFELD 67100 STRASBOURG FRANCE,NONE,NONE,NONE,NONE,18,RUE DU RHEINFELD,NONE,67100,STRASBOURG,NONE,NONE,FRANCE,67
582,QUALITAIR & SEA,320 IMPASSE BERNARD PALISSY 54710 LUDRES FRANCE,NONE,NONE,NONE,NONE,320,IMPASSE BERNARD PALISSY,NONE,54710,LUDRES,NONE,NONE,FRANCE,54
583,LOGFRET,ZONE DE FRET 31700 BLAGNAC FRANCE,NONE,NONE,NONE,ZONE DE FRET,NONE,NONE,NONE,31700,BLAGNAC,NONE,NONE,FRANCE,31
584,NAXCO,2 RUE KLEBER 92309 LEVALLOIS PERRET FRANCE,NONE,NONE,NONE,NONE,2,RUE KLEBER,NONE,92309,LEVALLOIS PERRET,NONE,NONE,FRANCE,92
585,ABX LOGISTICS,82 AVENUE DES MARTYRS 38026 GRENOBLE FRANCE,NONE,NONE,NONE,NONE,82,AVENUE DES MARTYRS,NONE,38026,GRENOBLE ,NONE,NONE,FRANCE,38
586,ZIEGLER,BATIMENT A 8 AVENUE DE FONDEYRE - BP 32425 31085 TOULOUSE FRANCE,NONE,BATIMENT A,NONE,NONE,8,AVENUE DE FONDEYRE -,BP 32425,31085,TOULOUSE,NONE,NONE,FRANCE,31
587,BIOVONTADE SARL,2 RUE MAZARIN 64500 SAINT JEAN DE LUZ FRANCE,NONE,NONE,NONE,NONE,2,RUE MAZARIN,NONE,64500,SAINT JEAN DE LUZ,NONE,NONE,FRANCE,64
588,MAGELLAN TRANSIT,60 ROUTE PRINCIPALE DU PORT 92230 GENNEVILLIERS FRANCE,NONE,NONE,NONE,NONE,60,ROUTE PRINCIPALE DU PORT,NONE,92230,GENNEVILLIERS,NONE,NONE,FRANCE,92
589,DSV AIR & SEA SAS,IMMEUBLE LE WALL STREET 96 AVENUE DE BROGNY 74000 ANNECY FRANCE,NONE,IMMEUBLE LE WALL STREET,NONE,NONE,96,AVENUE DE BROGNY,NONE,74000,ANNECY,NONE,NONE,FRANCE,74
590,ALBERT FRERES,'ZONE INDUSTRIELLE D''AUSSILLON RUE DE LA MECANIQUE 81200 MAZAMET FRANCE',NONE,NONE,NONE,'ZONE INDUSTRIELLE D''AUSSILLON',NONE,RUE DE LA MECANIQUE,NONE,81200,MAZAMET,NONE,NONE,FRANCE,81
591,NORDSUD CTI,PORT NUMERO 4934 PARC LOGISTIQUE DU PONT DE NORMANDIE 76055 LE HAVRE CEDEX FRANCE,NONE,NONE,PORT NUMERO 4934,PARC LOGISTIQUE DU PONT DE NORMANDIE ,NONE,NONE,NONE,76055,LE HAVRE,CEDEX,NONE,FRANCE,76
592,'L''OREAL',106 RUE DANTON 92651 LEVALLOIS PERRET FRANCE,NONE,NONE,NONE,NONE,106,RUE DANTON,NONE,92651,LEVALLOIS PERRET,NONE,NONE,FRANCE,92
593,HERSAND,'3 RUE D''ABELVAL 95200 SARCELLES FRANCE',NONE,NONE,NONE,NONE,3,'RUE D''ABELVAL',NONE,95200,SARCELLES,NONE,NONE,FRANCE,95
594,REDCATS VB CY SW,216 RUE WINOC CHOCQUELL 95200 TOURCOING FRANCE,NONE,NONE,NONE,NONE,216,RUE WINOC CHOCQUELL,NONE,95200,TOURCOING,NONE,NONE,FRANCE,59
595,GEODIS WILSON FRANCE SAS,LOTISSEMENT DILLON STADE 10 RUE DES ARTS ET METIERS 97200 FORT DE FRANCE FRANCE,NONE,LOTISSEMENT DILLON STADE,NONE,NONE,10,RUE DES ARTS ET METIERS,NONE,97200,FORT DE FRANCE,NONE,NONE,FRANCE,972
596,CARGILL HAUBOURDIN SAS,7 RUE DU MARECHAL JOFFRE 59320 HAUBOURDIN FRANCE,NONE,NONE,NONE,NONE,7,RUE DU MARECHAL JOFFRE,NONE,59320,HAUBOURDIN,NONE,NONE,FRANCE,59
597,CARGILL OIL PACKERS FRANCE SAS,153 RUE FELIX MARCHAND 53200 CHATEAU GONTIER FRANCE,NONE,NONE,NONE,NONE,153,RUE FELIX MARCHAND,NONE,53200,CHATEAU GONTIER,NONE,NONE,FRANCE,53
